customer_id,num_sessions,avg_session_dur_min,pages_per_session,cart_add_rate,checkout_rate,num_purchases,total_revenue_usd,avg_order_value,days_since_last_purchase,return_rate,device_type,region,acquisition_channel
CUST00803,2,2.88,2.15,0.1313,0.1446,1,249.57,249.57,272,0.001,desktop,North,organic
CUST00804,3,3.34,2.58,0.1952,0.1627,1,179.59,179.59,248,0.001,desktop,West,organic
CUST00805,1,1.81,1.46,0.1499,0.1295,1,460.27,460.27,257,0.0188,mobile,International,email
CUST00806,1,2.03,1.68,0.1475,0.0223,1,270.52,270.52,256,0.001,mobile,North,email
CUST00807,2,2.51,2.04,0.1731,0.0613,1,124.15,124.15,252,0.001,mobile,North,social
CUST00808,2,2.83,2.27,0.2506,0.1131,1,767.75,767.75,279,0.0157,mobile,North,direct
CUST00809,1,2.15,1.66,0.2728,0.1594,1,15.74,15.74,261,0.0669,mobile,South,organic
CUST00810,3,2.94,2.24,0.0519,0.1402,1,226.02,226.02,255,0.0595,mobile,West,paid_search
CUST00811,2,2.56,2.03,0.2326,0.1523,1,27.72,27.72,253,0.001,desktop,East,social
CUST00812,1,2.49,1.88,0.1665,0.1396,1,79.3,79.3,269,0.001,mobile,East,social
CUST00813,2,2.61,2.03,0.1477,0.0997,1,467.89,467.89,260,0.001,mobile,East,email
CUST00814,2,2.75,2.09,0.1594,0.1604,1,50.71,50.71,261,0.0914,mobile,West,direct
CUST00815,1,1.98,1.66,0.1613,0.1232,1,42.16,42.16,250,0.0502,mobile,North,paid_search
CUST00816,1,2.43,1.94,0.1732,0.1188,1,4638.18,4638.18,253,0.0521,mobile,West,organic
CUST00817,2,2.76,2.1,0.1623,0.122,1,45.65,45.65,266,0.0556,mobile,International,paid_search
CUST00818,2,2.61,2.0,0.1289,0.1259,1,1879.3,1879.3,270,0.0303,mobile,North,social
CUST00819,2,2.83,2.26,0.1523,0.1468,1,197.81,197.81,251,0.0236,mobile,West,organic
CUST00820,3,3.01,2.32,0.1785,0.1298,1,127.96,127.96,259,0.0477,mobile,West,email
CUST00821,1,2.11,1.84,0.1954,0.1344,1,492.78,492.78,255,0.001,tablet,North,organic
CUST00822,1,1.81,1.62,0.228,0.1979,1,1275.26,1275.26,264,0.001,mobile,North,organic
CUST00823,1,2.16,1.77,0.1364,0.1252,1,59.41,59.41,282,0.0393,desktop,East,paid_search
CUST00824,3,3.13,2.41,0.1838,0.0861,1,130.29,130.29,272,0.0704,mobile,East,social
CUST00825,3,3.22,2.54,0.2004,0.1493,1,696.47,696.47,253,0.001,mobile,East,paid_search
CUST00826,2,2.57,2.07,0.2106,0.0368,1,349.23,349.23,271,0.0497,mobile,North,social
CUST00827,3,2.99,2.26,0.1764,0.0721,1,954.36,954.36,259,0.0979,tablet,West,paid_search
CUST00828,3,3.29,2.53,0.1539,0.1318,1,462.31,462.31,259,0.0141,mobile,South,organic
CUST00829,4,3.45,2.62,0.1609,0.1302,1,2283.45,2283.45,259,0.001,desktop,South,organic
CUST00830,1,2.54,1.96,0.0943,0.0424,1,305.08,305.08,243,0.0274,desktop,South,social
CUST00831,2,2.58,2.08,0.1431,0.0864,1,321.81,321.81,261,0.001,mobile,West,paid_search
CUST00832,3,2.99,2.29,0.2086,0.0897,1,364.08,364.08,268,0.001,tablet,North,direct
CUST00833,1,1.95,1.61,0.2084,0.0994,1,205.2,205.2,275,0.0284,mobile,North,paid_search
CUST00834,3,3.26,2.48,0.1592,0.1682,1,697.51,697.51,273,0.001,mobile,North,paid_search
CUST00835,1,1.89,1.61,0.1739,0.1488,1,327.92,327.92,249,0.001,mobile,North,paid_search
CUST00836,2,2.8,2.15,0.1205,0.1115,1,647.76,647.76,252,0.0181,mobile,North,organic
CUST00837,1,1.97,1.76,0.2222,0.1048,1,785.72,785.72,249,0.0173,mobile,East,social
CUST00838,2,2.88,2.12,0.1593,0.0461,1,415.39,415.39,265,0.0284,desktop,West,social
CUST00839,2,2.63,2.1,0.1522,0.1868,1,454.73,454.73,264,0.1056,mobile,West,email
CUST00840,2,2.51,2.01,0.1182,0.1223,1,70.25,70.25,270,0.0141,desktop,East,organic
CUST00841,1,2.0,1.62,0.1391,0.0619,1,123.99,123.99,273,0.0373,mobile,North,organic
CUST00842,1,2.12,1.76,0.169,0.1715,1,693.47,693.47,260,0.001,tablet,International,organic
CUST00843,2,2.61,2.21,0.1997,0.1129,1,1420.0,1420.0,272,0.0464,mobile,North,organic
CUST00844,3,3.05,2.39,0.1696,0.1196,1,22.27,22.27,271,0.001,desktop,West,paid_search
CUST00845,1,2.41,2.04,0.2316,0.1266,1,121.34,121.34,268,0.0133,desktop,International,direct
CUST00846,4,3.45,2.67,0.2543,0.0904,1,251.94,251.94,254,0.0109,mobile,West,social
CUST00847,3,3.14,2.34,0.1128,0.0919,1,82.6,82.6,262,0.0644,mobile,North,email
CUST00848,2,2.84,2.28,0.1704,0.1225,1,88.59,88.59,270,0.001,mobile,South,paid_search
CUST00849,1,2.42,2.1,0.1314,0.0892,1,439.92,439.92,274,0.001,mobile,North,organic
CUST00850,2,2.7,2.1,0.1688,0.1641,1,1725.46,1725.46,266,0.001,mobile,East,organic
CUST00851,1,0.5,1.0,0.1828,0.1444,1,19.89,19.89,318,0.0106,desktop,East,organic
CUST00852,1,0.5,1.0,0.0254,0.01,1,198.23,198.23,317,0.001,mobile,West,social
CUST00853,1,0.5,1.0,0.1206,0.01,1,433.64,433.64,321,0.0476,mobile,North,paid_search
CUST00854,1,0.5,1.0,0.0908,0.01,1,641.42,641.42,319,0.0088,mobile,West,email
CUST00855,1,0.5,1.0,0.0278,0.0397,1,362.92,362.92,321,0.001,desktop,West,direct
CUST00856,1,0.5,1.0,0.0312,0.011,1,2155.14,2155.14,314,0.001,mobile,North,paid_search
CUST00857,1,0.5,1.0,0.0291,0.0666,1,253.59,253.59,306,0.001,mobile,South,social
CUST00858,1,0.5,1.0,0.0456,0.0632,1,1237.09,1237.09,306,0.0439,mobile,East,social
CUST00859,1,0.5,1.0,0.01,0.01,1,110.13,110.13,311,0.001,mobile,East,organic
CUST00860,1,0.5,1.0,0.085,0.01,1,262.86,262.86,315,0.001,desktop,North,direct
CUST00861,1,0.5,1.0,0.1694,0.0533,1,54.71,54.71,304,0.0145,desktop,North,organic
CUST00862,1,0.5,1.0,0.067,0.0398,1,744.5,744.5,323,0.001,desktop,West,social
CUST00863,1,0.5,1.0,0.01,0.0194,1,210.87,210.87,328,0.014,desktop,North,paid_search
CUST00864,1,0.5,1.0,0.0353,0.01,1,380.68,380.68,300,0.0771,tablet,North,paid_search
CUST00865,1,0.5,1.0,0.047,0.0646,1,166.16,166.16,327,0.001,mobile,West,paid_search
CUST00866,1,0.5,1.0,0.0497,0.1285,1,504.89,504.89,310,0.001,mobile,East,email
CUST00867,1,0.5,1.0,0.1,0.0449,1,399.77,399.77,317,0.001,mobile,East,organic
CUST00868,1,0.5,1.0,0.1126,0.01,1,71.63,71.63,318,0.001,mobile,East,organic
CUST00869,1,0.5,1.0,0.01,0.0361,1,76.93,76.93,328,0.001,mobile,East,paid_search
CUST00870,1,0.5,1.0,0.0828,0.01,1,236.44,236.44,306,0.0153,mobile,East,organic
CUST00871,1,0.5,1.0,0.1162,0.0706,1,552.62,552.62,319,0.071,mobile,International,social
CUST00872,1,0.5,1.0,0.1632,0.0437,1,2442.97,2442.97,312,0.001,mobile,North,email
CUST00873,1,0.5,1.0,0.1967,0.01,1,355.75,355.75,320,0.0071,desktop,North,email
CUST00874,1,0.5,1.0,0.0227,0.0243,1,849.34,849.34,302,0.001,tablet,North,social
CUST00875,1,0.5,1.0,0.2156,0.0677,1,33.38,33.38,321,0.001,mobile,West,direct
CUST00876,1,0.5,1.0,0.0488,0.0218,1,2940.45,2940.45,316,0.001,desktop,East,social
CUST00877,1,0.5,1.0,0.0268,0.0168,1,517.04,517.04,318,0.001,desktop,North,direct
CUST00878,1,0.5,1.0,0.0842,0.01,1,230.15,230.15,325,0.001,tablet,South,organic
CUST00879,1,0.5,1.0,0.0223,0.055,1,199.65,199.65,313,0.0042,mobile,North,paid_search
CUST00880,1,0.5,1.0,0.1007,0.017,1,62.33,62.33,335,0.001,desktop,South,direct
CUST00881,1,0.5,1.0,0.01,0.01,1,88.73,88.73,304,0.001,mobile,International,social
CUST00882,1,0.5,1.0,0.0472,0.0141,1,2590.72,2590.72,300,0.001,desktop,West,email
CUST00883,1,0.5,1.0,0.1251,0.083,1,72.13,72.13,302,0.001,desktop,North,organic
CUST00884,1,0.5,1.0,0.0554,0.0126,1,70.43,70.43,304,0.001,desktop,South,email
CUST00885,1,0.5,1.0,0.0711,0.1234,1,102.79,102.79,319,0.001,mobile,North,social
CUST00886,1,0.5,1.0,0.1184,0.0817,1,55.7,55.7,327,0.0215,desktop,West,organic
CUST00887,1,0.5,1.0,0.1378,0.0652,1,249.36,249.36,305,0.001,mobile,East,organic
CUST00888,1,0.5,1.0,0.01,0.0382,1,939.15,939.15,330,0.001,mobile,International,organic
CUST00889,1,0.5,1.0,0.1381,0.068,1,115.12,115.12,318,0.001,mobile,West,direct
CUST00890,1,0.5,1.0,0.0633,0.0331,1,44.87,44.87,329,0.001,desktop,East,social
CUST00891,1,0.5,1.0,0.0731,0.0219,1,350.9,350.9,308,0.001,tablet,West,direct
CUST00892,1,0.5,1.0,0.1287,0.0721,1,228.4,228.4,309,0.0931,desktop,West,paid_search
CUST00893,1,0.5,1.0,0.0275,0.01,1,844.31,844.31,307,0.001,mobile,North,direct
CUST00894,1,0.5,1.0,0.027,0.01,1,139.58,139.58,315,0.001,mobile,East,paid_search
CUST00895,1,0.5,1.0,0.01,0.01,1,177.45,177.45,326,0.001,mobile,East,organic
CUST00896,1,0.5,1.0,0.0655,0.1613,1,203.43,203.43,328,0.001,mobile,East,organic
CUST00897,1,0.5,1.0,0.1241,0.0579,1,273.13,273.13,324,0.001,mobile,North,direct
CUST00898,1,0.5,1.0,0.0636,0.0561,1,150.67,150.67,312,0.0037,mobile,North,paid_search
CUST00899,1,0.5,1.0,0.01,0.01,1,123.34,123.34,308,0.001,mobile,South,organic
CUST00900,1,0.5,1.0,0.0643,0.0867,1,24.89,24.89,319,0.0385,desktop,North,organic
CUST00901,1,0.5,1.0,0.01,0.0316,1,121.71,121.71,317,0.0191,desktop,International,organic
CUST00902,1,0.5,1.0,0.01,0.0474,1,591.94,591.94,308,0.001,desktop,West,email
CUST00903,1,0.5,1.0,0.0888,0.01,1,699.38,699.38,316,0.001,mobile,West,paid_search
CUST00904,1,0.5,1.0,0.0216,0.0572,1,136.74,136.74,312,0.001,mobile,East,social
CUST00905,1,0.5,1.0,0.1268,0.0208,1,1218.13,1218.13,310,0.001,mobile,West,direct
CUST00906,1,0.5,1.0,0.0762,0.0104,1,236.17,236.17,316,0.1167,mobile,International,paid_search
CUST00907,1,0.5,1.0,0.0665,0.0718,1,46.88,46.88,311,0.0175,desktop,South,email
CUST00908,1,0.5,1.0,0.0525,0.01,1,31.79,31.79,323,0.001,mobile,West,paid_search
CUST00909,1,0.5,1.0,0.1237,0.0811,1,1101.84,1101.84,315,0.001,desktop,South,direct
CUST00910,1,0.5,1.0,0.1192,0.0831,1,154.36,154.36,313,0.001,tablet,West,organic
CUST00911,1,0.5,1.0,0.0893,0.01,1,54.62,54.62,318,0.001,mobile,West,social
CUST00912,1,0.5,1.0,0.0882,0.01,1,15.02,15.02,316,0.001,mobile,International,social
CUST00913,1,0.5,1.0,0.0586,0.0293,1,150.09,150.09,312,0.001,tablet,North,organic
CUST00914,1,0.5,1.0,0.091,0.0504,1,403.4,403.4,315,0.001,desktop,South,paid_search
CUST00915,1,0.5,1.0,0.0299,0.0154,1,103.36,103.36,299,0.001,desktop,North,paid_search
CUST00916,1,0.5,1.0,0.0653,0.059,1,66.62,66.62,315,0.0017,desktop,East,organic
CUST00917,1,0.5,1.0,0.0443,0.1199,1,124.14,124.14,313,0.0284,mobile,East,social
CUST00918,1,0.5,1.0,0.0567,0.0232,1,1136.31,1136.31,310,0.0328,mobile,South,direct
CUST00919,1,0.5,1.0,0.0516,0.01,1,43.79,43.79,316,0.0165,mobile,West,social
CUST00920,1,0.5,1.0,0.0964,0.0847,1,110.76,110.76,318,0.001,mobile,South,paid_search
CUST00921,1,0.5,1.0,0.1352,0.125,1,1091.68,1091.68,308,0.0278,mobile,West,organic
CUST00922,1,0.5,1.0,0.1221,0.0557,1,450.51,450.51,315,0.0039,mobile,North,organic
CUST00923,1,0.5,1.0,0.0101,0.01,1,305.29,305.29,311,0.001,desktop,South,paid_search
CUST00924,1,0.5,1.0,0.1537,0.0499,1,109.84,109.84,320,0.001,desktop,East,direct
CUST00925,1,0.5,1.0,0.0636,0.01,1,254.09,254.09,319,0.001,mobile,East,email
CUST00926,1,0.5,1.0,0.1246,0.0924,1,125.93,125.93,324,0.001,mobile,North,paid_search
CUST00927,1,0.5,1.0,0.0338,0.01,1,84.65,84.65,306,0.1146,desktop,West,paid_search
CUST00928,1,0.5,1.0,0.0826,0.0304,1,64.45,64.45,328,0.001,mobile,East,social
CUST00929,1,0.5,1.0,0.0619,0.01,1,644.5,644.5,318,0.001,desktop,West,social
CUST00930,1,0.5,1.0,0.0319,0.0756,1,227.1,227.1,318,0.001,desktop,West,social
CUST00931,1,0.5,1.0,0.1284,0.0446,1,360.85,360.85,332,0.001,mobile,East,email
CUST00932,1,0.5,1.0,0.1502,0.06,1,295.11,295.11,310,0.1004,mobile,International,organic
CUST00933,1,0.5,1.0,0.035,0.0218,1,421.83,421.83,324,0.001,desktop,West,direct
CUST00934,1,0.5,1.0,0.145,0.01,1,178.64,178.64,319,0.0324,mobile,International,organic
CUST00935,1,0.5,1.0,0.0634,0.0747,1,134.97,134.97,329,0.001,mobile,West,paid_search
CUST00936,1,0.5,1.0,0.1245,0.048,1,89.39,89.39,316,0.0012,mobile,West,direct
CUST00937,1,0.5,1.0,0.01,0.01,1,42.67,42.67,316,0.0278,tablet,East,paid_search
CUST00938,1,0.5,1.0,0.176,0.1416,1,61.2,61.2,315,0.001,mobile,North,organic
CUST00939,1,0.5,1.0,0.1437,0.0641,1,155.81,155.81,332,0.001,tablet,International,organic
CUST00940,1,0.5,1.0,0.0883,0.0588,1,33.78,33.78,318,0.0704,mobile,West,social
CUST00941,1,0.5,1.0,0.01,0.1156,1,44.37,44.37,310,0.0398,mobile,South,organic
CUST00942,1,0.5,1.0,0.0896,0.1373,1,886.43,886.43,306,0.0319,desktop,South,paid_search
CUST00943,1,0.5,1.0,0.01,0.0319,1,322.76,322.76,322,0.025,mobile,West,paid_search
CUST00944,1,0.5,1.0,0.087,0.0544,1,140.04,140.04,313,0.0122,mobile,East,email
CUST00945,1,0.5,1.0,0.079,0.01,1,4047.09,4047.09,319,0.0881,mobile,North,organic
CUST00946,1,0.5,1.0,0.0235,0.0342,1,31.95,31.95,328,0.001,mobile,North,social
CUST00947,1,0.5,1.0,0.1236,0.0293,1,816.51,816.51,324,0.013,mobile,West,paid_search
CUST00948,1,0.5,1.0,0.1329,0.0679,1,213.22,213.22,321,0.001,desktop,South,social
CUST00949,1,0.5,1.0,0.1205,0.0591,1,645.26,645.26,320,0.001,desktop,East,organic
CUST00950,1,0.5,1.0,0.0783,0.0752,1,279.94,279.94,327,0.001,tablet,West,social
CUST00951,1,0.5,1.0,0.01,0.0401,1,24.23,24.23,316,0.0518,desktop,West,social
CUST00952,1,0.5,1.0,0.1308,0.01,1,275.31,275.31,334,0.001,desktop,North,organic
CUST00953,1,0.5,1.0,0.0724,0.01,1,370.36,370.36,314,0.001,desktop,North,email
CUST00954,1,0.5,1.0,0.01,0.0187,1,16.32,16.32,332,0.001,desktop,East,email
CUST00955,1,0.5,1.0,0.1409,0.0296,1,2700.54,2700.54,327,0.001,mobile,West,organic
CUST00956,1,0.5,1.0,0.1836,0.1004,1,359.38,359.38,316,0.001,mobile,North,social
CUST00957,1,0.5,1.0,0.0888,0.01,1,561.16,561.16,312,0.0586,desktop,South,social
CUST00958,1,0.5,1.0,0.1894,0.0322,1,58.0,58.0,322,0.0054,mobile,West,organic
CUST00959,1,0.5,1.0,0.0604,0.0777,1,574.23,574.23,321,0.001,tablet,International,paid_search
CUST00960,1,0.5,1.0,0.0611,0.034,1,939.84,939.84,320,0.0396,mobile,East,direct
CUST00961,1,0.5,1.0,0.0339,0.0606,1,334.69,334.69,327,0.001,mobile,North,social
CUST00962,1,0.5,1.0,0.168,0.0467,1,241.88,241.88,321,0.001,desktop,South,direct
CUST00963,1,0.5,1.0,0.0166,0.0428,1,81.15,81.15,313,0.001,mobile,North,social
CUST00964,1,0.5,1.0,0.0968,0.022,1,187.34,187.34,319,0.001,tablet,North,organic
CUST00965,1,0.5,1.0,0.055,0.0846,1,130.0,130.0,319,0.001,tablet,East,organic
CUST00966,1,0.5,1.0,0.0413,0.01,1,495.96,495.96,319,0.001,desktop,East,social
CUST00967,1,0.5,1.0,0.1167,0.0192,1,85.65,85.65,304,0.001,mobile,North,social
CUST00968,1,0.5,1.0,0.0694,0.0703,1,491.49,491.49,316,0.0653,mobile,West,organic
CUST00969,1,0.5,1.0,0.0348,0.0562,1,86.81,86.81,308,0.0112,mobile,East,social
CUST00970,1,0.5,1.0,0.1349,0.1222,1,176.97,176.97,319,0.001,desktop,East,email
CUST00971,1,0.5,1.0,0.1572,0.0273,1,523.7,523.7,325,0.001,mobile,International,email
CUST00972,1,0.5,1.0,0.1145,0.1246,1,102.59,102.59,319,0.001,mobile,East,organic
CUST00973,1,0.5,1.0,0.0537,0.021,1,546.49,546.49,314,0.001,mobile,International,organic
CUST00974,1,0.5,1.0,0.0237,0.0914,1,484.46,484.46,309,0.001,mobile,South,direct
CUST00975,1,0.5,1.0,0.0886,0.0933,1,175.1,175.1,314,0.001,desktop,North,email
CUST00976,1,0.5,1.0,0.0893,0.01,1,1027.6,1027.6,325,0.001,mobile,East,paid_search
CUST00977,1,0.5,1.0,0.0213,0.057,1,269.37,269.37,329,0.001,mobile,East,email
CUST00978,1,0.5,1.0,0.1012,0.0347,1,954.78,954.78,315,0.001,desktop,North,organic
CUST00979,1,0.5,1.0,0.0679,0.0674,1,2242.2,2242.2,319,0.005,desktop,West,organic
CUST00980,1,0.5,1.0,0.01,0.0396,1,181.63,181.63,318,0.0991,desktop,North,organic
CUST00981,1,0.5,1.0,0.0316,0.032,1,542.73,542.73,330,0.001,desktop,West,organic
CUST00982,1,0.5,1.0,0.0453,0.1099,1,111.33,111.33,314,0.001,mobile,East,email
CUST00983,1,0.5,1.0,0.0737,0.0419,1,68.33,68.33,305,0.001,mobile,West,social
CUST00984,1,0.5,1.0,0.1797,0.0943,1,192.21,192.21,315,0.001,tablet,East,organic
CUST00985,1,0.5,1.0,0.0689,0.0197,1,45.47,45.47,324,0.0167,tablet,International,email
CUST00986,1,0.5,1.0,0.0496,0.1413,1,76.85,76.85,337,0.0146,desktop,South,email
CUST00987,1,0.5,1.0,0.0984,0.0207,1,508.02,508.02,315,0.001,desktop,International,organic
CUST00988,1,0.5,1.0,0.0401,0.01,1,129.74,129.74,324,0.0288,tablet,North,social
CUST00989,1,0.5,1.0,0.0989,0.1272,1,588.51,588.51,323,0.1125,mobile,West,social
CUST00990,1,0.5,1.0,0.1008,0.0202,1,354.19,354.19,316,0.0738,mobile,East,social
CUST00991,1,0.5,1.0,0.161,0.1449,1,2407.8,2407.8,311,0.001,desktop,West,social
CUST00992,1,0.5,1.0,0.0787,0.0934,1,467.61,467.61,333,0.001,tablet,West,organic
CUST00993,1,0.5,1.0,0.1744,0.0508,1,968.97,968.97,326,0.001,desktop,West,paid_search
CUST00994,1,0.5,1.0,0.1216,0.01,1,401.98,401.98,316,0.001,desktop,North,email
CUST00995,1,0.5,1.0,0.0592,0.0592,1,359.47,359.47,326,0.0061,mobile,West,email
CUST00996,1,0.5,1.0,0.2076,0.0673,1,1031.36,1031.36,327,0.001,mobile,North,organic
CUST00997,1,0.5,1.0,0.0632,0.0815,1,558.96,558.96,322,0.001,mobile,North,organic
CUST00998,1,0.5,1.0,0.0228,0.1163,1,317.18,317.18,322,0.0276,tablet,North,email
CUST00999,1,0.5,1.0,0.1678,0.0186,1,315.45,315.45,318,0.001,mobile,East,paid_search
CUST01000,1,0.5,1.0,0.1746,0.0817,1,475.71,475.71,314,0.001,mobile,West,paid_search
